Week,Date,Year,Month,"Region (North, Central, South)",County,Site,Site Code,Time (24hr),Temp (oC),Salinity (ppt),Tide,Pseudo-nitzschia TOTAL (cells/L),Pseudo-nitzschia count LG (cells/L),Pseudo-nitzschia count SM (cells/L),Pseudo-nitzschia  americana (cells/L),Alexandrium (cells/L),Dinophysis (cells/L),H2O ELISA pDA (ng/L),%B/BO,Extract vol (ml),Dilution Factor,Comments,,
18,04/27/20,2020,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,13.3,26.9,Incoming,"3,000",0,"3,000",0,0,0,N/A,N/A,N/A,N/A,P-n. 100% psuedodeli-/delicatissima,,
18,04/27/20,2020,April,North,Tillamook,Cape Meares,CAP,12:20,14,27.6,Incoming,"22,000","13,000","9,000",0,0,0,N/A,N/A,N/A,N/A,"P-n. 59% c.f. pungens/multiseries, 41% c.f. pseudodeli-/delicatissima.",,
19,05/04/20,2020,May,North,Clatsop,Clatsop South Jetty,CSJ,8:55,12.3,27.8,Incoming,"15,000","9,000","6,000",0,0,0,N/A,N/A,N/A,N/A,"P-n. 60% c.f. pungens/multiseries, 40% c.f. pseudodelicatissima/delicatissima. C.f. Cyanobacteria sp in net tow.  ",,
19,05/04/20,2020,May,North,Clatsop,Clatsop Sunset,SUN,9:20,12.3,27.6,Incoming,"15,000","4,000","11,000",0,0,0,N/A,N/A,N/A,N/A,"P-n. 27% c.f. pungens/multiseries, 73% c.f. pseudodeli-/delicatissima.",,
19,05/04/20,2020,May,North,Clatsop,Clatsop Seaside,SEA,9:45,12.5,27.1,Incoming,"5,000",0,"5,000",0,0,0,N/A,N/A,N/A,N/A,P-n. 100% c.f. pseudodeli-/delicatissima. Alexandrium c.f. tamarense in net tow.,,
19,05/04/20,2020,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:10,12.2,28.1,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense in net tow.,,
19,05/04/20,2020,May,North,Tillamook,Cape Meares,CAP,12:05,13.6,28.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Dinophysis acuminata in net tow. ,,
19,05/04/20,2020,May,Central,Lincoln,Newport South Beach,NSB,10:30,12.4,22.3,High,"2,000","1,000","1,000",0,0,0,N/A,N/A,N/A,N/A,"P-n. 50% c.f. pungens/multiseries, 50% c.f. pseudodeli-/delicatissima. Plankton were very sparse.",,
19,05/04/20,2020,May,South,Coos,Charleston Bastendorff,CBB,10:40,12,30.1,High,0,0,0,0,"1,000",0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense.,,
19,05/04/20,2020,May,South,Curry,Gold Beach Bailey Beach,GBB,9:37,10.67,NA,Incoming,"1,000","1,000",0,0,0,0,N/A,N/A,N/A,N/A,"Fragilariopsis spp dominant, but nothing was plentiful. Plankton were very sparse. ",,
20,05/11/20,2020,May,North,Clatsop,Clatsop South Jetty,CSJ,9:00,14.0,20.6,Outgoing,"123,000","90,000","21,000","12,000",0,0,11.37,57.2,4,Avg 1&5,"P-n. 0.8% c.f. australis, 72.4% c.f. pungens/multiseries, 17.1% c.f. peudodeli-/delicatissima, 9.8 % c.f. americana.",,
20,05/11/20,2020,May,North,Clatsop,Clatsop Sunset,SUN,9:30,13.9,25.5,Outgoing,"75,000","59,000","14,000","2,000",0,0,5.92,54.7,4,1,"P-n. 5.3% c.f. australis, 73.3% c.f. pungens/multiseries, 18.7% c.f. c.f. pseudodeli-/delicatissima, 2.7% c.f. americana.",,
20,05/11/20,2020,May,North,Clatsop,Clatsop Seaside,SEA,10:05,14.0,28.3,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Pseudo-nitzschia spp. & Alexandrium c.f. tamarense in net tow. ,,
20,05/11/20,2020,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,13.5,28.5,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
20,05/11/20,2020,May,North,Tillamook,Cape Meares,CAP,12:15,14.4,28.2,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,P-n. c.f. pungens/multiseries in net tow. ,,
21,05/18/20,2020,May,North,Clatsop,Clatsop South Jetty,CSJ,14:00,15.2,28.1,Outgoing,"3,000","3,000",0,0,0,0,N/A,N/A,N/A,N/A,P-n. 100% pungens/multiserieis. Alexandrium c.f. tamarense in net tow.,,
21,05/18/20,2020,May,North,Clatsop,Clatsop Sunset,SUN,13:35,14.8,27.8,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Dinophysis acuminata in net tow.,,
21,05/18/20,2020,May,North,Clatsop,Clatsop Seaside,SEA,13:10,15.1,28.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
21,05/18/20,2020,May,North,Clatsop,Cannon Beach Tolovana,CBT,12:30,14.3,28.3,Outgoing,"1,000","1,000",0,0,0,0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense in net tow. Very sparse plankton. ,,
21,05/18/20,2020,May,North,Tillamook,Cape Meares,CAP,11:00,14.3,28.2,High,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Very sparse plankton.,,
21,05/18/20,2020,May,Central,Lincoln,Newport South Beach,NSB,12:00,13.6,22.3,Outgoing,"5,000","1,000","4,000",0,0,0,N/A,N/A,N/A,N/A,"P-n. 20% c.f. pungens/multiserieis, 80% c.f. pseudodeli-/delicatissima.",,
21,05/18/20,2020,May,South,Coos,Charleston Bastendorff,CBB,10:42,13.3,30.4,High,"2,000","2,000",0,0,0,0,N/A,N/A,N/A,N/A,P-n. 100% c.f. pungens/multiseries.,,
21,05/18/20,2020,May,South,Curry,Gold Beach Bailey Beach,GBB,11:39,12.5,27.3,High,"39,000","31,000","7,000","1,000",0,0,23.53,61.2,4,5,"P-n. 80% c.f. pungens/multiseries, 18% c.f.  Pseudodeli-/delicatissima, 2% c.f. americana (included in lg type count).",,
22,05/26/20,2020,May,North,Clatsop,Clatsop South Jetty,CSJ,8:55,13.7,34.5,Outgoing,"341,000","200,000","57,000","84,000","2,000","1,000",LOW,91.4,4,5,"P-n.  4% c.f. australis/fraudulenta,  55% c.f. pungens/multiseries, 17% c.f. pseudodeli-/delicatissima,  25% c.f. americana (included in lg type count). ",,
22,05/26/20,2020,May,North,Clatsop,Clatsop Sunset,SUN,9:20,13.6,25.3,Outgoing,"273,000","160,000","56,000","57,000",0,0,LOW,100.0,4,5,"P-n. 59% c.f. pungens/multiseries, 21% c.f. pseudodeli-/delicatissima,  21% c.f. americana. Alexandrium c.f. tamarense in net tow.",,
22,05/26/20,2020,May,North,Clatsop,Clatsop Seaside,SEA,9:55,13.6,25.3,Low,"155,000","94,000","24,000","37,000",0,0,LOW,99.3,4,5,"P-n. 60% c.f.  pungens/multisereis, 15% c.f. pseudodeli-/delicatissima, 24% c.f. americana. Phaeocystis sp. 14000 cells/L. Alexandrium c.f. ostenfeldii & A. c.f. catenella in net tow. ",,
22,05/26/20,2020,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:25,14.0,23.4,Incoming,"42,000","13,000","8,000","21,000",0,0,2.53,76.7,4,1,"P-n. 31% c.f. pungens/multiseries, 19% c.f. pseudodeli-/delicatissima, 50% c.f. americana.",,
22,05/26/20,2020,May,North,Tillamook,Cape Meares,CAP,11:50,14.3,24.4,Incoming,0,0,0,0,0,0,LOW,92.0,4,1,P-n. present in net tow. Sparse plankton.,,
23,06/01/20,2020,June,North,Clatsop,Clatsop South Jetty,CSJ,8:55,11.1,29.1,Incoming,"1,031,000","403,000","167,000","461,000",0,0,8.21,45.2,4,1,"P-n. 39% c.f. pungens/multiseries, 16% c.f. pseudodeli-/delicatissima, 45% c.f.  Americana. Possible Alexandrium sp. in net tow.",,
23,06/01/20,2020,June,North,Clatsop,Clatsop Sunset,SUN,9:20,13.0,27.9,High,"871,000","470,000","99,000","302,000",0,0,6.04,54.1,4,1,"P-n. 0.2% c.f. australis/fraudulenta, 54% c.f. pungens/multiseries, 11% c.f. pseudodeli-/delicatissima, 35% c.f. americana. Alexandrium c.f. tamarense  & possible A. c.f. ostenfeldii in net tow. ",,
23,06/01/20,2020,June,North,Clatsop,Clatsop Seaside,SEA,9:55,13.2,28.2,Outgoing,"341,000","179,000","79,000","83,000",0,0,2.12,80.2,4,1,"P-n.  52% c.f. pungens/multiseries,  23% c.f. pseudodeli-/delicatissima, 24% c.f. americana. Alexandrium c.f. ostenfeldii in net tow.",,
23,06/01/20,2020,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:18,11.4,29.2,Outgoing,"572,000","300,000","111,000","161,000",0,"1,000",4.28,63.9,4,1,"P-n. 52% c.f. pungens/multiseries, 19% c.f. pseudodeli-/delicatissima, 28% c.f. americana.",,
23,06/01/20,2020,June,North,Tillamook,Cape Meares,CAP,11:45,13.6,29.6,Outgoing,"57,000","34,000","17,000","6,000",0,0,LOW,91.7,4,1,"P-n. 60% c.f. pungens/multiseries, 30% c.f. pseudodeli-/delicatissima, 10% c.f. americana.",,
23,06/01/20,2020,June,Central,Lincoln,Newport South Beach,NSB,11:30,12.0,30.0,Outgoing,"2,000","2,000",0,0,0,0,N/A,N/A,N/A,N/A,P-n.  100% c.f. pungens/multiseries.Sparse plankton.,,
23,06/01/20,2020,June,South,Coos,Charleston Bastendorff,CBB,11:30,11.8,31.7,Outgoing,"3,000","3,000",0,0,0,0,N/A,N/A,N/A,N/A,P-n.  100% c.f. pungens/multiseries.Sparse plankton.,,
23,06/01/20,2020,June,South,Curry,Gold Beach Bailey Beach,GBB,11:38,13.7,30.7,Outgoing,"103,000","68,000","3,000","32,000",0,0,23.78,60.9,4,5,"P-n. 66% c.f. pungens/multiseries, 3% c.f. pseudodeli-/delicatissima, 31% c.f. americana. ",,
24,06/08/20,2020,June,North,Clatsop,Clatsop South Jetty,CSJ,8:51,13.6,24.4,Outgoing,"425,000","221,000","18,000","186,000","1,000",0,N/A,N/A,N/A,N/A,"P-n. 1% c.f. australis/fraudulenta, 51% c.f. pungens/multiseries, 4% c.f. pseudodeli-/delicatissima, 44% c.f. americana.",,
24,06/10/20,2020,June,North,Clatsop,Clatsop Sunset,SUN,9:15,13.2,26.1,Outgoing,"346,000","178,000","33,000","135,000",0,0,N/A,N/A,N/A,N/A,"P-n. 51% c.f. pungens/multiseries, 10% c.f. pseudodeli-/delicatissima, 39% c.f. americana. Alexandrium c.f. tamarense present in net tow. ",,
24,06/08/20,2020,June,North,Clatsop,Clatsop Seaside,SEA,10:15,13.5,22.7,Incoming,"651,000","287,000","60,000","304,000",0,0,N/A,N/A,N/A,N/A,"P-n. 44% c.f. pungens/multiseries, 9% c.f. pseudodeli-/delicatissima, 47% c.f. americana.",,
24,06/08/20,2020,June,North,Clatsop,Cannon Beach Tolovana,CBT,11:04,13.2,24.5,Incoming,"538,000","261,000","49,000","228,000",0,0,N/A,N/A,N/A,N/A,"P-n.  49% c.f. pungens/multiseries, 9% c.f. pseudodeli-/delicatissima, 42% c.f. americana. Alexandrium c.f. ostenfeldii in net tow. ",,
24,06/08/20,2020,June,North,Tillamook,Cape Meares,CAP,12:35,15.5,25.6,Incoming,"87,000","27,000","14,000","46,000",0,0,N/A,N/A,N/A,N/A,"P-n. 31% c.f. pungens/multiseries, 16% c.f. pseudodeli-/delicatissima, 53% c.f. americana. Dinophysis acuminata in net tow. ",,
25,06/15/20,2020,June,North,Clatsop,Clatsop South Jetty,CSJ,9:25,14.6,24.7,High,"124,000","24,000","20,000","80,000",0,0,N/A,N/A,N/A,N/A,"P-n. 19% c.f. pungens/multiseries, 16% c.f. pseudodeli-/delicatissima, 65% c.f. americana. Alexandrium c.f. ostenfeldii in net tow. Phaeocystis sp. 162000 cells/L.",,
25,06/15/20,2020,June,North,Clatsop,Clatsop Sunset,SUN,9:55,14.9,25.1,Outgoing,"107,000","25,000","16,000","66,000",0,0,N/A,N/A,N/A,N/A,"P-n. 23% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 62% c.f. americana. Phaeocystis sp. 175000 cells/L.",,
25,06/15/20,2020,June,North,Clatsop,Clatsop Seaside,SEA,10:30,14.5,26.5,Outgoing,"47,000","11,000","5,000","31,000",0,"1,000",N/A,N/A,N/A,N/A,"P-n. 23% c.f. pungens/multiseries, 11% c.f. pseudodeli-/delicatissima, 66% c.f. americana. Protoceratium/Lingulodinium sp. 1000 cells/L.",,
25,06/15/20,2020,June,North,Clatsop,Cannon Beach Tolovana,CBT,11:00,14.3,26.3,Outgoing,"95,000","19,000","27,000","49,000","1,000",0,N/A,N/A,N/A,N/A,"P-n. 20% c.f. pungens/multiseries, 28% c.f. pseudodeli-/delicatissima, 52% c.f. americana. Phaeocystis sp. 72000 cells/L. ",,
25,06/15/20,2020,June,North,Tillamook,Cape Meares,CAP,12:55,16.3,27.0,Outgoing,"19,000","4,000","5,000","10,000",0,"1,000",N/A,N/A,N/A,N/A,"P-n. 21% c.f. pungens/multiseries, 26% c.f. pseudodeli-/delicatissima, 53% c.f. americana.",,
25,06/15/20,2020,June,Central,Lincoln,Newport South Beach,NSB,,14.9,27.8,Outgoing,"35,000","14,000","3,000","18,000",0,0,N/A,N/A,N/A,N/A,"P-n. 40% c.f. pungens/multiseries, 9% c.f. pseudodeli-/delicatissima, 51% c.f. americana.",,
25,06/15/20,2020,June,South,Coos,Charleston Bastendorff,CBB,9:45,12.8,30.5,Outgoing,"6,000","6,000",0,0,0,0,N/A,N/A,N/A,N/A,P-n. 100% c.f. pungens/multiseries. Sparse plankton.,,
25,06/15/20,2020,June,South,Curry,Gold Beach Bailey Beach,GBB,11:14,14.2,29.0,Outgoing,"3,000",0,"1,000","2,000",0,0,N/A,N/A,N/A,N/A,"P-n. 33% c.f. pseudodeli-/delicatissima, 67% c.f. americana.",,
26,06/22/20,2020,June,North,Clatsop,Clatsop South Jetty,CSJ,8:55,14.8,26.7,Incoming,"367,000","39,000","67,000","261,000",0,0,3.24,71.0,4,1,"P-n. 11% c.f. pungens/multiseries, 18% c.f. pseudodeli-/delicatissima, 71% c.f. americana. 61000 cells/L Phaeocystis sp. Noctiluca scintillans present in net tow.",,
26,06/22/20,2020,June,North,Clatsop,Clatsop Sunset,SUN,9:24,14.2,26.6,Incoming,"531,000","34,000","56,000","441,000",0,0,4.18,64.5,4,1,"P-n. 6% c.f. pungens/multisereies, 11% c.f. pseudodeli-/delicatissima, 83% c.f. americana. 20000 cells/L Karenia asterichroma. 68000 cells/L Phaeocystis sp. Dinophysis parva in net tow.",,
26,06/22/20,2020,June,North,Clatsop,Clatsop Seaside,SEA,10:00,15.7,26.0,Incoming,"292,000","33,000","41,000","218,000",0,0,LOW,91.6,4,1,"P-n. 11% c.f. pungens/multiseries, 14% c.f. pseudodeli-/delicatissima, 75% c.f. americana. 2000 cells/L  Karenia asterichroma. Dinophysis acuminata, Heterocapsa sp. & Protoceratium reticulatum in net tow.",,
26,06/22/20,2020,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,14.8,27.2,Incoming,"41,000","3,000","6,000","32,000","1,000",0,4.51,62.4,4,1,"P-n. 7% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 78% c.f. americana. Dinophysis acuminata & D. fortii in net tow. 23000 cells/L Phaeocystic sp. Lingulodinium/Protoceratium sp. cyst & Karenia asterichroma in net tow. ",,
26,06/22/20,2020,June,North,Tillamook,Cape Meares,CAP,12:30,16.5,27.8,Incoming,"4,000","4,000",0,0,0,0,LOW,96.3,4,1,P-n 100% c.f. pungens/multiseries. Broken Karenia asterichroma present in count.,,
27,06/29/20,2020,June,North,Clatsop,Clatsop South Jetty,CSJ,8:50,11.9,28.2,Outgoing,"73,000","17,000","10,000","46,000",0,0,N/A,N/A,N/A,N/A,"P-n. 23% c.f. pungens/multisereies, 14% c.f. pseudodeli-/delicatissima, 63% c.f. americana. Phaeocystis sp in net tow. Karenia c.f. asterichroma 1000 cells/L.",,
27,06/29/20,2020,June,North,Clatsop,Clatsop Sunset,SUN,9:15,11.9,28.3,Outgoing,"123,000","21,000","20,000","82,000",0,"2,000",N/A,N/A,N/A,N/A,"P-n. 2% c.f. australis/fraudulenta, 15% c.f. pungens/multiseries, 16% c.f. pseudodeli-/delicatissima, 67% c.f. americana. Phaeocystis sp. 30000 cells/L.",,
27,06/29/20,2020,June,North,Clatsop,Clatsop Seaside,SEA,10:30,12.7,28.8,Outgoing,"198,000","50,000","29,000","119,000",0,0,N/A,N/A,N/A,N/A,"P-n. 25% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 60% c.f. americana. Phaeocystis sp. 8000 cells/L. Noctiluca scintillans in net tow.",,
27,06/29/20,2020,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:50,11.9,28.8,Outgoing,"203,000","51,000","27,000","125,000",0,0,N/A,N/A,N/A,N/A,"P-n. 1% c.f. australis/fraudulenta, 24% c.f. pungens/multiseries, 13% c.f. pseudodeli-/delicatissima, 62% c.f. americana. Protoceratium reticulatum in net toww.",,
27,06/29/20,2020,June,North,Tillamook,Cape Meares,CAP,12:30,12.1,29.6,Outgoing,"47,000","17,000","8,000","22,000",0,0,N/A,N/A,N/A,N/A,"P-n. 36% c.f. pungens/multiseries, 17% c.f. pseudodeli-/delicatissima, 47% c.f. americana.",,
27,06/29/20,2020,June,Central,Lincoln,Newport South Beach,NSB,12:00,11.4,,Outgoing,"45,000","27,000","4,000","14,000",0,0,N/A,N/A,N/A,N/A,"P-n. 66% c.f. pungens/multiseries, 10% c.f. pseudodelicatissima/delicatissima, 34% c.f. americana.",,
27,06/29/20,2020,June,South,Coos,Charleston Bastendorff,CBB,9:30,10.3,31.7,Outgoing,"5,000","2,000",0,"3,000",0,0,N/A,N/A,N/A,N/A,"P-n. 40% c.f. pungens/multiseries, 60% c.f. americana. ",,
27,06/29/20,2020,June,South,Curry,Gold Beach Bailey Beach,GBB,8:25,9.7,32.0,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
28,07/06/20,2020,July,North,Clatsop,Clatsop South Jetty,CSJ,9:00,14.3,25.7,Incoming,"297,000","113,000","24,000","160,000",0,0,17.01,50.4,4,Avg 1&5,"P-n. 38% c.f. pungens/multiseries, 8% c.f. pseudodeli-/delicatissima, 54% c.f. americana. 180000 cells/L Phaeocystis sp. Possible Lingulodinium polyhedron in net tow. ",,
28,07/06/20,2020,July,North,Clatsop,Clatsop Sunset,SUN,9:33,14.5,27.5,Incoming,"388,000","150,000","53,000","185,000","1,000",0,42.21,54.4,4,Avg 5&10,"P-n. 39% c.f. pungens/multiseries, 14% c.f. pseudodeli-/delicatissima, 48% c.f. americana. Dinophysis fortii in net tow. 472000 cells/L Phaeocysystis sp. Kariana asterichroma 1000 cells/L. Lingulodinium polyhedron in net tow.",,
28,07/06/20,2020,July,North,Clatsop,Clatsop Seaside,SEA,10:08,14.4,27.0,Incoming,"269,000","112,000","14,000","143,000","1,000",0,20.88,64.5,4,5,"P-n. 7% c.f. australis/fraudulenta, 35% c.f. pungens/multiseries, 5% c.f. psuedodeli-/delicatissima, 53% c.f. americana. Phaeocystis sp. 99000 cells/L. Protoceratium reticulatum  in net tow. Prorocentrum gracile 1000 cells/L. ",,
28,07/06/20,2020,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:38,16.1,25.6,Incoming,"313,000","109,000","13,000","191,000","2,000",0,23.57,61.2,4,5,"P-n. 35% c.f. pungens/multiseries, 4% c.f. psuedodeli-/delicatissima, 61% c.f. americana. 7000 cells/L Phaeocystis sp. Kariana asterichroma in net tow.",,
28,07/06/20,2020,July,North,Tillamook,Cape Meares,CAP,12:22,17.4,28.1,Incoming,"371,000","115,000","25,000","231,000",0,0,62.77,53.0,4,10,"P-n. 2% c.f. australis/fraudulenta, 29% c.f. pungens/multiseries, 7% c.f. pseudodeli-/delicatissima, 62% c.f. americana. 33000 cells/L Phaeocystis sp.",,
29,07/13/20,2020,July,North,Clatsop,Clatsop South Jetty,CSJ,8:53,14.5,27.1,Outgoing,"472,000","253,000","63,000","156,000",0,"2,000",109.49,50.3,4, Avg 10&25,"P-n. 53% c.f. pungens/multiseries, 13% c.f. pseudodeli-/delicatissima, 33% c.f. americana. Alexandrium c.f. tamarense in net tow. 59000 cells/L Phaeocystis sp. 2000 cells/L Karenia c.f. asterichroma. ",,
29,07/13/20,2020,July,North,Clatsop,Clatsop Sunset,SUN,9:27,14.1,27.3,Outgoing,"384,000","160,000","65,000","159,000","1,000","2,000",87.49,56.3,4,Avg 10&25,"P-n. 42% c.f. pungens/multiseries, 17% c.f. pseudodeli-/delicatissima, 41% c.f. americana. 4000 cells/L Karenia c.f. asterichroma.",,
29,07/13/20,2020,July,North,Clatsop,Clatsop Seaside,SEA,10:03,16.6,27.1,Outgoing,"289,000","142,000","42,000","105,000",0,"2,000",39.13,58.3,6,5,"P-n. 49% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 36% c.f. americana. Phalacroma rotundatum in net tow. 15000 cells/L Phaeocystis sp. Alexandrium spp. in net tow. ",,
29,07/13/20,2020,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,11.6,29.1,Outgoing,"151,000","66,000","18,000","67,000",0,0,69.83,49.9,4,10,"P-n. 44% c.f. pungens/multiseries, 12% c.f. pseudodeli-/delicatissima, 44% c.f. americana. 21000 cells/L Phaeocystic sp. Protoceratium/Lingulodinium sp. cyst in net tow.",,
29,07/13/20,2020,July,North,Tillamook,Cape Meares,CAP,12:35,15.7,28.9,Outgoing,"145,000","80,000","13,000","52,000",0,0,18.62,67.5,4,5,"P-n. 6% c.f. australis/fraudulenta, 50% c.f. pungens/multiseries, 9% c.f. pseudodelicatissima/delicatissima, 36% c.f. americana. 1000 cells/L Protoceratium c.f. reticulatum",,
29,07/13/20,2020,July,Central,Lincoln,Newport South Beach,NSB,12:15,14.6,29.5,Outgoing,"125,000","50,000","33,000","42,000",0,0,15.02,72.8,4,5,"P-n. 40% c.f pungens/multiseries, 26% c.f. pseudodeli-/delicatissima, 34% c.f. americana. 325000 cells/L Phaeocystis sp. ",,
29,07/13/20,2020,July,South,Coos,Charleston Bastendorff,CBB,9:45,12.4,31.7,Outgoing,"42,000","27,000","13,000","2,000",0,0,14.00,30.9,4,1,"P-n. 64% c.f. pungens/multiseries, 31% c.f. pseudodeli-/delicatissima, 5% c.f. americana. Phaeocystis sp. 20000 cells/L.",,
30,07/20/20,2020,July,North,Clatsop,Clatsop South Jetty,CSJ,9:30,11.0,29.7,Incoming,"183,000","110,000","16,000","57,000",0,0,133.29,51.2,4,20,"P-n. 60% c.f. pungens/multiseries, 9% c.f. pseudodeli-/delicatissima, 31% c.f. americana. Many Dinophysis spp. cells in net tow. ",,
30,07/20/20,2020,July,North,Clatsop,Clatsop Sunset,SUN,10:08,11.4,30.0,Incoming,"105,000","54,000","6,000","45,000",0,0,119.86,54.3,4,20,"P-n. 51% c.f. pungens/multiseries, 6% c.f. pseudodeli-/delicatissima, 43% c.f. americana. Alexandrium c.f. ostenfeldii in net tow. Many cells of Dinophysis spp. in net tow.",,
30,07/20/20,2020,July,North,Clatsop,Clatsop Seaside,SEA,10:50,14.4,29.6,Incoming,"168,000","100,000","6,000","62,000",0,"1,000",177.86,42.9,4,20,"P-n. 59.5% c.f. pungens/multiseries, 3.5% c.f. psuedodeli-/delicatissima, 37% c.f. americana. ",,
30,07/20/20,2020,July,North,Clatsop,Cannon Beach Tolovana,CBT,11:25,13.8,29.6,Incoming,"41,000","17,000","5,000","19,000",0,0,N/A,N/A,N/A,N/A,"P-n. 41% c.f. pungens/multiseries, 12% c.f. pseudodeli-/delicatissima, 46% c.f. americana. Alexandrium c.f. tamarense & Dinophysis c.f. acuminata in net tow. ",,
30,07/20/20,2020,July,North,Tillamook,Cape Meares,CAP,13:05,11.9,30.5,Incoming,"12,000","9,000","1,000","2,000",0,0,N/A,N/A,N/A,N/A,"P-n. 75% c.f. pungens/multiseries, 8% c.f. pseudodelicatissima/delicatissima, 17% c.f. americana. ",,
31,07/27/20,2020,July,North,Clatsop,Clatsop South Jetty,CSJ,9:00,10.6,30.1,Outgoing,"288,000","160,000","44,000","84,000",0,0,164.57,56.9,6,20,"P-n. 3% c.f. australis, 53% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 29% c.f. americana. Dinophysis parva cells in net tow. ",,
31,07/27/20,2020,July,North,Clatsop,Clatsop Sunset,SUN,9:30,11.1,30.2,Outgoing,"529,000","287,000","76,000","166,000","2,000",0,188.53,53.0,6,20,"P-n. 2% c.f. australis, 53% c.f. pungens/multiseries, 14% c.f. pseudodeli-/delicatissima, 64% c.f. americana. Alexandrium c.f. tamarense & A. c.f. ostenfeldii.",,
31,07/27/20,2020,July,North,Clatsop,Clatsop Seaside,SEA,10:05,12.3,30.0,Outgoing,"497,000","335,000","69,000","93,000","3,000","1,000",194.05,58.6,6,25,"P-n. 2% c.f. australis, 65% c.f. pungens/multiseries, 14% c.f. psuedodeli-/delicatissima, 19% c.f. americana. Alexandrium c.f. ostenfeldii. Dinophysis fortii & D. acuminata.",,
31,07/27/20,2020,July,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,10.1,30.5,Outgoing,"31,000","20,000","3,000","8,000","1,000",0,42.96,43.9,4,5,"P-n. 65% c.f. pungens/multiseries, 10% c.f. pseudodeli-/delicatissima, 26% c.f. americana. Alexandrium c.f. tamarense.",,
31,07/27/20,2020,July,North,Tillamook,Cape Meares,CAP,12:35,10.8,30.5,Incoming,"130,000","97,000","5,000","28,000",0,"1,000",146.00,48.6,4,20,"P-n. 75% c.f. pungens/multiseries, 4% c.f. pseudodelicatissima/delicatissima, 22% c.f. americana. Phalacroma rotundatum=Dinophysis rutundata.",,
31,07/27/20,2020,July,Central,Lincoln,Newport South Beach,NSB,,,,Outgoing,"33,000","28,000",0,"5,000",0,0,22.65,54.3,4,Avg 5&10,"P-n. 21% c.f. australis, 64% c.f pungens/multiseries, 15% c.f. americana.",,
31,07/27/20,2020,July,South,Coos,Charleston Bastendorff,CBB,9:00,9.1,31.8,Outgoing,"26,000","14,000","6,000","6,000",0,0,22.08,63.0,4,5,"P-n. 8% c.f. australis, 46% c.f. pungens/multiseries, 23% c.f. pseudodeli-/delicatissima, 23% c.f. americana.",,
31,07/27/20,2020,July,South,Curry,Gold Beach Bailey Beach,GBB,10:20,14.1,31.4,Outgoing,"48,000","10,000",0,"38,000",0,0,25.26,59.2,4,5,"P-n. 21% c.f. pungens/multiseries, 79% c.f. americana.",,
32,08/04/20,2020,August,North,Clatsop,Clatsop South Jetty,CSJ,9:35,13.5,25.0,Incoming,"1,148,000","1,075,000","39,000","34,000","4,000",0,185.80,58.3,4,Avg 25&50,"P-n. 94% c.f. pungens/multiseries, 3% c.f. pseudodeli-/delicatissima, 3% c.f. americana. Phaeocysystis sp. 118000 cells/L. Dinophysis parva in net tow. ",,
32,08/03/20,2020,August,North,Clatsop,Clatsop Sunset,SUN,14:00,17.8,25.6,Incoming,"1,040,000","967,000","36,000","37,000","2,000",0,219.12,43.3,4,25,"P-n. 3% c.f. australis, 90% c.f. pungens/multiseries, 3% c.f. pseudodeli-/delicatissima, 4% c.f. americana. 28000 cells/L Phaeocystis sp. ",,
32,08/03/20,2020,August,North,Clatsop,Clatsop Seaside,SEA,13:10,17.0,26.9,Incoming,"641,000","605,000","19,000","17,000",0,0,124.80,47.8,4,Avg 10&25,"P-n. 94% c.f. pungens/multiseries, 3% c.f. psuedodeli-/delicatissima, 3% c.f. americana. Phaeocystis sp. 5000 cells/L. P. australis in net tow. Empty Alexandrium catenella present in count.",,
